ticker,price,curr
AMZN,3702.12,USD
AMZN,7716.72,GBP
GOOGL,4544.42,EUR
TSLA,4621.54,USD
TSLA,7010.16,USD
F,2899.39,USD
F,7019.95,CAD
TSLA,596.67,CAD
GOOGL,3999.46,USD
DIS,5395.41,CAD
GOOGL,319.59,CAD
IBM,1972.15,GBP
DIS,2551.14,GBP
TSLA,9876.78,CAD
DIS,7660.22,EUR
FB,6836.24,USD
APPL,7621.43,EUR
TSLA,9818.58,USD
AMZN,8964.7,USD
AMZN,8203.92,CAD
AMZN,4371.62,USD
IBM,5386.98,EUR
FB,7844.55,EUR
IBM,877.48,GBP
DIS,3073.15,CAD
APPL,4192.24,EUR
FB,8057.05,EUR
FB,1676.91,EUR
IBM,5659.9,CAD
AMZN,3303.04,EUR
IBM,4211.13,GBP
TSLA,2425.62,USD
IBM,2224.82,CAD
AMZN,7150.11,GBP
FB,1461.47,USD
DIS,4939.24,USD
DIS,5863.42,USD
GOOGL,8606.47,GBP
AMZN,9083.07,GBP
TSLA,5126.4,EUR
FB,2534.71,USD
TSLA,8997.83,CAD
AMZN,7023.59,CAD
GOOGL,3517.34,USD
IBM,5507.68,USD
AMZN,9148.23,USD
AMZN,6675.37,GBP
F,1726.05,GBP
FB,1477.36,GBP
IBM,2248.46,EUR
TSLA,1561.88,USD
F,6199.79,CAD
DIS,3857.06,GBP
DIS,4492.26,CAD
TSLA,9655.79,EUR
APPL,7098.47,EUR
APPL,276.84,EUR
FB,2010.28,CAD
TSLA,6497.79,USD
AMZN,6239.4,EUR
DIS,4722.11,EUR
TSLA,718.48,CAD
DIS,9097.49,USD
IBM,6019.35,GBP
DIS,3620.86,CAD
GOOGL,7489.22,GBP
DIS,3921.81,EUR
DIS,3379.95,USD
F,1446.68,CAD
FB,7846.62,USD
AMZN,8147.97,CAD
APPL,4784.29,GBP
GOOGL,3493.33,CAD
GOOGL,5376.11,GBP
DIS,7176.1,GBP
DIS,1436.26,EUR
IBM,6319.33,USD
DIS,6584.64,GBP
F,9582.72,EUR
FB,2416.38,EUR
IBM,1489.01,USD
AMZN,6161.43,EUR
GOOGL,6630.59,EUR
APPL,4657.53,USD
F,8647.11,CAD
FB,2398.64,GBP
TSLA,7753.69,USD
IBM,201.31,USD
F,6305.78,EUR
APPL,1087.91,USD
DIS,1884.23,USD
DIS,3440.25,EUR
FB,8152.41,EUR
F,3079.27,USD
DIS,7627.28,EUR
IBM,6925.63,USD
GOOGL,9382.04,USD
TSLA,6736.27,GBP
APPL,4983.98,EUR
DIS,4408.17,USD
GOOGL,1630.74,CAD
FB,1032.3,CAD
IBM,5652.48,GBP
AMZN,9703.1,EUR
AMZN,2553.14,GBP
DIS,1801.0,GBP
IBM,7211.25,GBP
GOOGL,1805.95,CAD
AMZN,2381.73,EUR
TSLA,6368.07,CAD
FB,2112.5,EUR
IBM,675.01,CAD
GOOGL,5701.02,EUR
DIS,9900.35,EUR
AMZN,3026.53,EUR
DIS,8851.2,EUR
TSLA,1697.7,CAD
DIS,4446.39,CAD
GOOGL,6984.87,GBP
DIS,9434.33,EUR
AMZN,8114.12,CAD
AMZN,7741.37,GBP
IBM,9195.37,USD
FB,7170.28,CAD
APPL,1958.46,EUR
TSLA,201.92,CAD
FB,7176.41,CAD
FB,1455.55,CAD
F,7704.34,GBP
AMZN,4098.15,CAD
DIS,2983.5,GBP
AMZN,1664.52,GBP
DIS,8922.76,EUR
AMZN,497.17,CAD
GOOGL,7658.98,EUR
AMZN,7229.63,CAD
IBM,8994.78,USD
APPL,4331.88,CAD
APPL,8060.13,CAD
DIS,8284.01,EUR
APPL,8455.18,CAD
AMZN,6722.81,USD
F,5001.09,USD
AMZN,2565.47,CAD
AMZN,7782.89,CAD
GOOGL,6169.23,GBP
F,9216.84,CAD
TSLA,7638.85,EUR
GOOGL,9493.38,EUR
FB,6311.31,EUR
TSLA,8878.96,EUR
AMZN,791.32,GBP
FB,6628.07,CAD
TSLA,2112.04,USD
APPL,6613.04,GBP
AMZN,2314.44,CAD
IBM,2793.36,CAD
F,6812.34,USD
F,3867.18,USD
DIS,6833.15,GBP
GOOGL,8538.28,USD
AMZN,3797.2,GBP
TSLA,5791.22,USD
DIS,7024.07,CAD
APPL,9679.85,EUR
AMZN,4900.88,EUR
GOOGL,8174.94,EUR
TSLA,5589.22,USD
FB,1765.12,CAD
F,9674.73,CAD
GOOGL,6947.56,GBP
DIS,1300.05,CAD
FB,7394.56,EUR
GOOGL,6185.59,EUR
F,1082.23,EUR
TSLA,2105.55,GBP
FB,7953.59,USD
F,7325.15,CAD
APPL,1971.02,USD
F,8525.0,EUR
APPL,1370.88,EUR
TSLA,3423.3,USD
FB,4170.1,EUR
AMZN,4869.42,USD
AMZN,8024.28,EUR
FB,5447.04,EUR
DIS,6182.41,GBP
TSLA,3423.58,USD
GOOGL,6133.41,USD
DIS,8049.77,CAD
FB,1021.13,EUR
TSLA,1064.57,USD
GOOGL,493.42,USD
GOOGL,8264.74,GBP
GOOGL,7850.16,GBP
TSLA,9357.58,EUR
AMZN,5978.56,USD
F,8330.84,CAD
DIS,3779.75,EUR
TSLA,6984.49,EUR
GOOGL,9839.2,GBP
TSLA,18.47,USD
AMZN,8086.67,GBP
GOOGL,3921.51,USD
F,4404.7,CAD
TSLA,3433.05,EUR
IBM,6040.03,CAD
FB,9001.45,CAD
TSLA,396.28,USD
TSLA,3280.82,EUR
APPL,5944.14,USD
DIS,5764.17,GBP
DIS,8235.8,USD
F,766.96,CAD
FB,6156.56,GBP
F,5619.28,USD
APPL,1387.8,USD
AMZN,2933.74,GBP
AMZN,3977.71,GBP
F,8413.3,EUR
GOOGL,8006.32,EUR
APPL,2897.79,GBP
GOOGL,8203.74,EUR
GOOGL,8145.39,GBP
IBM,7429.95,EUR
GOOGL,524.15,USD
TSLA,626.07,EUR
GOOGL,3339.94,EUR
F,7452.09,GBP
IBM,7528.49,CAD
FB,2012.02,CAD
APPL,7059.78,USD
APPL,2770.76,EUR
APPL,1769.01,CAD
AMZN,8485.2,EUR
DIS,4573.66,CAD
TSLA,3677.77,GBP
DIS,9405.22,EUR
GOOGL,1847.05,CAD
FB,1969.69,GBP
APPL,1788.88,GBP
TSLA,5909.01,USD
FB,5667.51,USD
F,9602.72,USD
GOOGL,5637.16,CAD
IBM,4438.59,EUR
APPL,1772.93,CAD
TSLA,1677.09,EUR
TSLA,6435.9,EUR
F,6629.57,GBP
F,7282.28,EUR
DIS,8015.3,CAD
FB,7437.57,EUR
AMZN,2530.72,GBP
GOOGL,9479.66,CAD
TSLA,3251.21,USD
APPL,6369.93,GBP
DIS,1163.33,GBP
FB,7059.1,USD
FB,5190.15,EUR
AMZN,9615.41,EUR
AMZN,566.09,EUR
GOOGL,6454.36,CAD
DIS,3074.35,CAD
F,7825.55,GBP
GOOGL,2039.06,CAD
AMZN,6029.26,CAD
TSLA,6200.66,USD
AMZN,2792.07,GBP
FB,9434.17,USD
GOOGL,9184.0,EUR
IBM,4827.15,EUR
TSLA,5770.35,EUR
TSLA,2099.75,USD
FB,4937.37,EUR
AMZN,3127.1,USD
FB,5185.46,EUR
FB,1473.47,CAD
IBM,3788.22,CAD
TSLA,8353.7,CAD
APPL,9596.14,CAD
AMZN,8253.78,CAD
GOOGL,6503.7,CAD
DIS,836.81,CAD
GOOGL,5243.57,CAD
F,959.0,CAD
F,286.48,USD
F,8792.49,CAD
IBM,1759.48,CAD
GOOGL,7212.78,EUR
DIS,8492.77,EUR
DIS,6102.01,EUR
F,7170.74,USD
AMZN,2000.26,USD
DIS,2705.19,CAD
F,2703.36,CAD
AMZN,248.15,GBP
FB,5264.68,EUR
IBM,2414.63,CAD
FB,5934.75,USD
APPL,6323.2,CAD
GOOGL,5342.65,CAD
FB,4255.21,CAD
TSLA,336.66,EUR
TSLA,2671.33,CAD
GOOGL,8515.76,USD
APPL,8768.68,GBP
GOOGL,4208.18,CAD
APPL,8397.46,GBP
APPL,8105.91,CAD
FB,8990.66,GBP
F,1216.88,GBP
FB,675.03,CAD
DIS,3460.68,CAD
F,6508.92,USD
F,4354.24,CAD
TSLA,567.0,EUR
APPL,2663.28,GBP
F,1147.4,CAD
IBM,1570.53,EUR
DIS,2784.24,USD
F,8457.75,GBP
AMZN,682.41,EUR
DIS,3776.68,GBP
GOOGL,8569.28,USD
AMZN,3899.92,USD
AMZN,8041.09,CAD
TSLA,8252.69,USD
DIS,5817.55,GBP
FB,3113.98,GBP
AMZN,7630.33,USD
F,4075.76,USD
IBM,6455.85,CAD
APPL,2733.15,USD
TSLA,4500.24,EUR
IBM,8197.03,CAD
IBM,747.13,CAD
GOOGL,4304.89,CAD
IBM,4459.35,CAD
IBM,8599.6,CAD
AMZN,6456.43,USD
FB,4673.5,CAD
GOOGL,9200.53,USD
GOOGL,8830.45,EUR
F,9751.85,USD
IBM,5295.09,USD
F,9957.42,GBP
F,4001.32,USD
FB,1110.56,GBP
IBM,9727.67,GBP
FB,4703.9,EUR
DIS,2886.41,EUR
GOOGL,1186.77,USD
IBM,928.18,EUR
IBM,4039.66,GBP
APPL,8179.01,GBP
TSLA,3231.74,GBP
DIS,6289.55,USD
IBM,9028.1,GBP
IBM,6401.26,GBP
F,1183.5,CAD
FB,8969.74,CAD
DIS,9954.16,GBP
IBM,5437.15,EUR
FB,5685.94,GBP
IBM,4994.67,GBP
FB,8653.46,EUR
GOOGL,488.53,USD
DIS,9157.05,EUR
APPL,9716.98,EUR
APPL,323.42,EUR
IBM,3587.75,EUR
FB,2157.53,USD
F,8027.47,GBP
APPL,7209.31,EUR
F,1359.94,GBP
GOOGL,2628.61,GBP
FB,3674.68,EUR
AMZN,5147.33,CAD
DIS,1560.8,EUR
APPL,7584.34,CAD
AMZN,2189.17,USD
APPL,1721.31,USD
IBM,2399.65,CAD
AMZN,3240.04,EUR
FB,9044.64,EUR
GOOGL,3592.64,USD
TSLA,4595.18,USD
AMZN,5394.08,EUR
APPL,500.69,GBP
APPL,6086.28,GBP
DIS,9980.46,CAD
F,3979.69,EUR
DIS,9122.64,CAD
GOOGL,5940.6,EUR
AMZN,3092.43,EUR
IBM,8496.95,EUR
DIS,9111.35,EUR
GOOGL,8625.97,USD
AMZN,7482.89,EUR
GOOGL,7467.39,EUR
TSLA,3963.17,EUR
FB,8656.12,CAD
FB,6400.48,CAD
F,1329.48,USD
AMZN,828.16,EUR
IBM,1929.72,USD
FB,2672.9,USD
AMZN,5453.91,EUR
F,8347.5,USD
F,891.52,EUR
IBM,542.43,CAD
GOOGL,3622.3,GBP
F,7596.34,USD
DIS,3191.65,CAD
DIS,5564.27,CAD
FB,4897.63,EUR
APPL,2209.29,EUR
GOOGL,1930.12,EUR
F,8811.37,USD
AMZN,5094.67,GBP
AMZN,2838.16,CAD
TSLA,861.8,USD
FB,2460.44,EUR
APPL,224.84,USD
FB,8389.65,CAD
AMZN,4019.05,USD
GOOGL,5114.23,EUR
FB,8153.16,EUR
GOOGL,2693.16,EUR
F,5975.78,EUR
AMZN,4038.31,GBP
TSLA,4581.5,USD
APPL,8710.78,EUR
TSLA,6414.05,CAD
APPL,525.08,USD
IBM,3707.76,USD
DIS,9388.47,GBP
AMZN,4034.06,EUR
AMZN,9544.89,EUR
GOOGL,1175.58,CAD
F,277.39,USD
TSLA,7702.04,CAD
IBM,5948.21,GBP
GOOGL,8511.58,EUR
AMZN,8150.15,GBP
GOOGL,2846.92,GBP
AMZN,7403.62,EUR
F,1761.0,EUR
AMZN,8974.89,GBP
GOOGL,7616.18,EUR
DIS,8985.17,CAD
APPL,2087.75,GBP
DIS,2179.36,GBP
TSLA,8826.82,USD
TSLA,350.59,USD
APPL,9049.51,CAD
DIS,4754.08,CAD
IBM,5848.33,USD
F,2373.04,EUR
DIS,9791.89,USD
FB,8798.92,USD
TSLA,2121.84,GBP
APPL,7541.77,EUR
DIS,4902.4,CAD
IBM,2508.05,USD
DIS,5760.67,EUR
FB,2153.3,GBP
IBM,3102.92,EUR
APPL,4652.71,EUR
GOOGL,2104.19,USD
TSLA,6092.82,GBP
TSLA,4850.3,CAD
AMZN,3627.02,USD
APPL,2710.6,USD
F,8549.27,GBP
IBM,9654.94,EUR
DIS,9556.91,CAD
DIS,3430.88,EUR
TSLA,6523.62,CAD
IBM,3651.94,GBP
DIS,1927.53,EUR
GOOGL,5826.03,CAD
F,4886.16,USD
GOOGL,9610.05,CAD
F,4894.51,GBP
DIS,5512.7,EUR
DIS,4038.66,CAD
AMZN,2181.2,CAD
TSLA,2573.81,CAD
GOOGL,8624.43,EUR
GOOGL,4266.27,CAD
FB,6172.85,GBP
F,5132.34,CAD
APPL,7923.77,GBP
AMZN,3247.66,GBP
F,2694.46,CAD
APPL,2651.04,CAD
TSLA,9227.57,CAD
F,8113.65,GBP
DIS,6660.34,GBP
TSLA,3428.7,GBP
APPL,4225.91,GBP
F,1586.71,CAD
TSLA,3088.28,CAD
AMZN,7673.99,GBP
FB,7632.95,CAD
FB,2232.5,GBP
APPL,2481.29,GBP
GOOGL,6308.13,USD
TSLA,7465.83,USD
AMZN,6803.55,CAD
AMZN,2336.65,CAD
IBM,2720.75,USD
IBM,5272.64,CAD
FB,1475.72,GBP
APPL,5666.83,GBP
APPL,9039.5,CAD
GOOGL,6796.02,GBP
AMZN,7633.58,GBP
TSLA,431.02,USD
APPL,7255.8,EUR
FB,791.17,EUR
F,4430.37,GBP
TSLA,7044.23,EUR
IBM,4027.02,EUR
DIS,3488.22,GBP
TSLA,3335.9,CAD
AMZN,8482.74,USD
GOOGL,1143.78,GBP
TSLA,1376.95,USD
DIS,6741.28,USD
AMZN,1780.23,GBP
AMZN,3896.09,CAD
APPL,5564.36,USD
GOOGL,7994.55,USD
APPL,4403.8,CAD
GOOGL,2357.1,GBP
IBM,4998.63,CAD
DIS,7077.32,USD
DIS,5683.98,EUR
AMZN,6608.01,USD
IBM,1057.64,GBP
DIS,9310.14,USD
DIS,6600.78,CAD
FB,313.28,USD
DIS,1485.23,USD
FB,7372.88,USD
APPL,6886.05,USD
AMZN,3326.61,GBP
F,7006.04,USD
TSLA,901.2,GBP
DIS,5959.31,CAD
DIS,4188.97,EUR
F,4485.93,GBP
IBM,6407.4,GBP
TSLA,2812.98,EUR
F,8306.0,USD
TSLA,5412.06,GBP
F,3142.84,GBP
TSLA,5983.87,USD
IBM,9953.1,EUR
TSLA,544.05,GBP
AMZN,5141.05,CAD
DIS,7169.27,GBP
GOOGL,1477.04,EUR
DIS,2746.16,USD
TSLA,390.8,GBP
TSLA,3998.52,GBP
APPL,5756.22,EUR
F,756.69,GBP
APPL,9629.12,GBP
GOOGL,7143.05,EUR
IBM,1946.52,USD
FB,995.01,USD
TSLA,6707.79,CAD
IBM,9357.52,CAD
F,9864.22,EUR
GOOGL,5213.17,CAD
APPL,5969.85,EUR
FB,47.35,CAD
IBM,3587.16,CAD
FB,9629.66,GBP
APPL,7641.74,GBP
TSLA,3451.22,EUR
DIS,9988.69,EUR
GOOGL,8958.94,CAD
APPL,7146.75,EUR
FB,5819.7,EUR
F,367.8,EUR
DIS,4690.9,USD
AMZN,6363.33,GBP
GOOGL,6330.22,EUR
DIS,6916.25,USD
F,592.72,GBP
IBM,7476.53,GBP
IBM,2498.02,USD
APPL,6400.41,USD
TSLA,2424.55,EUR
F,1716.44,GBP
FB,7209.09,USD
DIS,3669.43,CAD
TSLA,4281.24,USD
APPL,9826.64,GBP
FB,1798.85,USD
F,3002.08,GBP
GOOGL,8734.58,CAD
APPL,1871.59,USD
F,572.2,GBP
AMZN,6598.38,USD
DIS,6087.21,GBP
APPL,599.72,GBP
FB,4505.37,EUR
GOOGL,1125.8,GBP
F,8282.29,GBP
FB,9710.07,GBP
FB,6482.6,CAD
IBM,157.38,GBP
APPL,7586.88,CAD
IBM,5301.37,CAD
TSLA,8043.77,EUR
DIS,889.26,USD
AMZN,3475.6,USD
TSLA,462.04,GBP
IBM,1033.28,USD
AMZN,7550.16,EUR
F,1497.73,CAD
IBM,4701.71,CAD
DIS,6967.16,USD
AMZN,5461.29,CAD
AMZN,524.1,USD
TSLA,3963.95,GBP
TSLA,5998.52,GBP
F,5545.95,CAD
APPL,3860.52,GBP
GOOGL,112.45,GBP
F,5055.03,EUR
FB,8763.39,CAD
APPL,2570.76,GBP
GOOGL,9216.96,GBP
IBM,473.61,GBP
DIS,1713.99,CAD
IBM,5560.9,CAD
TSLA,5010.31,CAD
APPL,3227.74,USD
TSLA,1701.24,GBP
IBM,1377.4,USD
F,6437.83,GBP
APPL,3557.49,USD
AMZN,3692.62,CAD
IBM,9118.5,EUR
APPL,443.57,USD
GOOGL,3596.17,CAD
APPL,5542.79,GBP
AMZN,2848.55,USD
GOOGL,635.39,GBP
AMZN,7407.55,EUR
F,2305.04,EUR
APPL,812.82,CAD
F,6561.88,CAD
DIS,8719.58,GBP
FB,2186.85,GBP
F,127.36,GBP
GOOGL,5832.37,EUR
F,7595.47,CAD
IBM,2224.71,GBP
APPL,9009.77,GBP
APPL,7427.55,GBP
FB,5480.52,USD
IBM,1383.51,GBP
FB,5865.5,USD
APPL,2309.1,EUR
APPL,8661.08,USD
APPL,9310.18,CAD
IBM,8818.1,EUR
GOOGL,6539.04,GBP
FB,1071.45,USD
AMZN,4103.08,EUR
F,4644.05,CAD
DIS,2286.66,EUR
DIS,3116.15,GBP
GOOGL,114.45,EUR
APPL,6758.73,GBP
F,6801.08,USD
F,460.26,USD
AMZN,5702.67,USD
AMZN,9578.91,USD
APPL,9418.85,USD
TSLA,3601.24,USD
IBM,6291.63,GBP
GOOGL,240.43,GBP
DIS,270.99,GBP
APPL,3024.5,EUR
FB,8312.43,GBP
F,2694.84,CAD
DIS,2706.33,GBP
AMZN,962.78,CAD
APPL,2233.22,GBP
IBM,3287.96,CAD
APPL,2258.16,EUR
IBM,3314.97,GBP
GOOGL,9704.64,CAD
GOOGL,800.66,USD
FB,2563.59,EUR
AMZN,3670.84,EUR
GOOGL,5726.64,CAD
IBM,3229.13,GBP
APPL,8106.31,CAD
TSLA,2081.41,EUR
FB,4476.26,USD
IBM,7246.72,GBP
GOOGL,1499.68,USD
TSLA,635.49,GBP
FB,4009.47,CAD
APPL,8591.34,EUR
DIS,6366.6,GBP
FB,9938.21,GBP
AMZN,12.1,USD
IBM,8103.09,CAD
GOOGL,1715.89,CAD
FB,5856.88,GBP
FB,9493.14,USD
TSLA,8219.36,EUR
TSLA,4959.9,CAD
DIS,8298.7,USD
DIS,3897.05,USD
AMZN,850.98,EUR
AMZN,4011.72,EUR
DIS,135.82,EUR
GOOGL,7880.26,EUR
F,2219.91,GBP
TSLA,5005.47,CAD
F,4519.05,EUR
GOOGL,1559.14,USD
DIS,848.56,EUR
F,6194.61,EUR
IBM,1373.76,USD
TSLA,2165.27,USD
TSLA,4189.76,EUR
DIS,100.47,GBP
APPL,9531.27,EUR
F,7165.13,CAD
TSLA,5349.75,USD
IBM,1762.81,USD
IBM,481.97,USD
F,9041.52,USD
IBM,90.54,EUR
GOOGL,5072.3,GBP
GOOGL,7112.37,CAD
APPL,6090.63,EUR
IBM,4757.49,EUR
GOOGL,7094.34,GBP
AMZN,3061.72,GBP
GOOGL,9296.11,EUR
APPL,782.14,GBP
AMZN,8304.18,EUR
FB,7585.85,GBP
IBM,1588.61,USD
APPL,7067.34,GBP
TSLA,9336.05,USD
IBM,826.03,USD
GOOGL,8287.64,USD
AMZN,8148.82,GBP
IBM,8509.51,CAD
AMZN,4763.68,USD
GOOGL,726.33,USD
F,42.73,GBP
F,501.61,CAD
APPL,5054.62,CAD
DIS,3311.91,CAD
F,6755.16,EUR
APPL,1810.96,CAD
APPL,7707.01,CAD
GOOGL,9558.46,GBP
APPL,3962.15,EUR
APPL,8699.59,CAD
TSLA,6917.22,GBP
DIS,467.89,EUR
F,5411.28,EUR
APPL,974.15,CAD
APPL,3690.46,USD
TSLA,6601.43,EUR
DIS,920.21,CAD
AMZN,302.63,EUR
GOOGL,9419.86,USD
AMZN,4673.45,EUR
APPL,7058.9,CAD
FB,9991.81,GBP
F,4146.4,EUR
APPL,4479.98,CAD
FB,1708.01,EUR
F,5569.15,GBP
DIS,5029.66,USD
AMZN,28.71,GBP
GOOGL,5244.47,EUR
GOOGL,5965.89,GBP
DIS,6730.66,GBP
F,4061.04,CAD
GOOGL,9658.47,USD
APPL,8266.51,CAD
DIS,504.11,CAD
APPL,6445.03,CAD
TSLA,7520.59,CAD
GOOGL,7827.38,EUR
FB,8465.84,GBP
IBM,9822.68,CAD
FB,4116.89,CAD
DIS,3943.1,GBP
APPL,5682.48,CAD
APPL,2340.39,CAD
DIS,4097.55,GBP
F,9633.35,EUR
AMZN,579.36,USD
FB,8036.37,GBP
GOOGL,8859.77,CAD
TSLA,8714.15,USD
AMZN,1634.54,USD
FB,8414.67,EUR
F,3032.99,EUR
FB,2434.48,USD
IBM,4802.96,GBP
FB,617.36,EUR
GOOGL,4455.86,GBP
AMZN,948.84,USD
IBM,2578.52,EUR
AMZN,9440.18,GBP
IBM,8172.13,GBP
APPL,9372.32,EUR
GOOGL,4268.33,GBP
F,1252.83,GBP
F,8366.05,GBP
F,1328.0,EUR
IBM,2455.67,EUR
F,7051.65,CAD
GOOGL,2381.02,USD
GOOGL,5967.68,EUR
F,6081.72,EUR
FB,3975.75,USD
GOOGL,6578.16,USD
AMZN,4357.85,EUR
AMZN,178.02,EUR
AMZN,74.97,CAD
GOOGL,8950.46,CAD
AMZN,9376.93,USD
IBM,7492.79,USD
GOOGL,1674.34,CAD
AMZN,7780.05,USD
FB,1208.35,EUR
TSLA,9009.41,GBP
AMZN,9476.16,USD
DIS,3594.75,USD
IBM,8270.54,CAD
IBM,8943.3,GBP
FB,5334.32,CAD
DIS,4883.59,EUR
TSLA,9737.01,GBP
IBM,5407.63,USD
FB,6325.41,GBP
AMZN,396.56,USD
F,645.98,GBP
GOOGL,5097.68,USD
DIS,8650.07,CAD
AMZN,1239.18,EUR
DIS,3871.02,CAD
GOOGL,1862.83,USD
FB,3582.19,CAD
TSLA,3909.72,USD
F,126.05,GBP
TSLA,5161.21,USD
F,7965.28,EUR
GOOGL,8161.77,GBP
TSLA,3791.74,EUR
TSLA,5978.33,GBP
IBM,3168.15,USD
GOOGL,9086.5,USD
DIS,3335.8,USD
DIS,9692.26,CAD
APPL,9842.19,CAD
IBM,4379.26,USD
AMZN,9034.04,GBP
GOOGL,4039.67,USD
IBM,2039.49,USD
GOOGL,8189.08,GBP
TSLA,9047.9,GBP
APPL,5703.92,CAD
FB,9879.81,GBP
DIS,6859.64,GBP
GOOGL,1849.13,CAD
GOOGL,7361.51,GBP
F,2626.04,GBP
F,6596.1,EUR
F,3924.74,CAD
APPL,2342.97,CAD
APPL,8036.32,GBP
GOOGL,7429.95,CAD
DIS,5172.57,GBP
FB,9863.4,EUR
AMZN,5835.66,CAD
GOOGL,9547.75,CAD
GOOGL,759.72,GBP
DIS,3676.26,USD
APPL,5463.7,EUR
FB,6617.79,EUR
GOOGL,2993.4,CAD
APPL,7402.66,EUR
FB,6499.42,GBP
GOOGL,664.47,GBP
IBM,5758.12,CAD
AMZN,9436.87,EUR
FB,6134.55,USD
GOOGL,2461.23,CAD
AMZN,262.6,GBP
TSLA,3481.46,EUR
DIS,3796.17,EUR
DIS,2466.6,USD
FB,8559.31,GBP
F,226.35,GBP
IBM,9794.37,EUR
GOOGL,3896.0,USD
F,5945.32,EUR
F,8063.13,USD
DIS,7073.76,EUR
TSLA,3763.7,EUR
FB,738.92,USD
F,9241.45,CAD
GOOGL,9092.92,EUR
F,1506.62,EUR
F,4795.1,CAD
IBM,6145.32,USD
TSLA,2335.23,EUR
IBM,8995.33,EUR
IBM,9660.7,GBP
APPL,660.73,USD
IBM,671.84,GBP
APPL,9819.61,EUR
IBM,6931.72,USD
APPL,4422.57,EUR
F,7149.05,USD
AMZN,3197.59,GBP
TSLA,4024.36,EUR
IBM,3717.25,CAD
DIS,5088.94,GBP
APPL,264.31,CAD
DIS,4629.36,GBP
IBM,5180.46,EUR
DIS,4245.13,EUR
FB,4437.06,USD
AMZN,5549.93,EUR
FB,7338.88,GBP
DIS,4888.56,GBP
DIS,4607.5,CAD
FB,8490.87,CAD
F,4843.24,USD
F,8188.74,CAD
APPL,4191.88,EUR
IBM,3111.75,CAD
IBM,7124.59,EUR
FB,9803.15,EUR
APPL,1308.05,EUR
APPL,6625.27,GBP
APPL,542.03,CAD
FB,6942.61,EUR
APPL,4145.04,GBP
AMZN,2152.56,CAD
F,4317.58,GBP
IBM,8086.54,CAD
TSLA,9215.81,GBP
GOOGL,3120.64,CAD
FB,6710.81,CAD
APPL,9377.35,CAD
F,3106.76,USD
F,5842.05,EUR
GOOGL,3485.1,USD
GOOGL,7124.34,EUR
FB,740.47,CAD
DIS,951.07,EUR
TSLA,2908.47,GBP
AMZN,7712.13,EUR
FB,735.54,EUR
APPL,5905.63,CAD
DIS,1426.74,USD
APPL,904.43,USD
DIS,444.33,CAD
DIS,2698.23,EUR
AMZN,3327.5,GBP
IBM,8516.39,GBP
TSLA,4343.2,GBP
F,9678.5,GBP
F,796.74,EUR
DIS,6257.67,USD
FB,4334.23,CAD
GOOGL,7347.06,CAD
APPL,998.54,GBP
APPL,6384.97,USD
APPL,6106.79,CAD
TSLA,3555.47,CAD
TSLA,7012.38,EUR
F,9364.89,CAD
FB,5031.7,CAD
DIS,7889.41,CAD
F,2881.38,EUR
F,2340.41,EUR
GOOGL,1057.8,USD
TSLA,7056.47,USD
GOOGL,9902.64,GBP
FB,8530.39,GBP
AMZN,6198.1,USD
AMZN,6997.27,EUR
FB,7612.41,USD
F,9010.42,EUR
TSLA,4918.44,CAD
TSLA,6188.19,EUR
TSLA,4486.63,USD
IBM,8357.48,CAD
FB,3453.34,CAD
GOOGL,9624.49,USD
F,6191.8,CAD
F,2200.84,EUR
F,1253.36,EUR
IBM,8266.18,CAD
IBM,2135.28,USD
GOOGL,8696.11,USD
APPL,2627.54,GBP
F,5307.81,EUR
AMZN,618.32,GBP
FB,412.24,CAD
APPL,9287.6,GBP
F,1459.31,USD
IBM,2441.86,USD
AMZN,6647.43,CAD
APPL,946.59,CAD
FB,8663.19,CAD
FB,8205.71,USD
F,8712.72,GBP
IBM,3383.1,USD
AMZN,460.13,CAD
DIS,5308.56,GBP
F,8101.2,EUR
DIS,2284.12,USD
IBM,4337.0,EUR
AMZN,6854.66,CAD
FB,6106.4,GBP
GOOGL,5111.91,GBP
GOOGL,1627.81,GBP
F,1327.94,CAD
GOOGL,1883.06,GBP
AMZN,8134.59,USD
TSLA,3846.83,EUR
APPL,6520.61,EUR
APPL,7367.49,USD
AMZN,6134.57,GBP
F,4250.25,USD
APPL,3807.15,EUR
GOOGL,233.16,GBP
AMZN,5312.32,EUR
DIS,9672.64,EUR
FB,8849.69,USD
AMZN,1834.25,EUR
APPL,4373.48,GBP
IBM,8129.39,GBP
APPL,2655.71,EUR
IBM,3161.65,CAD
FB,5754.51,GBP
GOOGL,1842.89,GBP
DIS,1465.43,CAD
GOOGL,1863.9,CAD
FB,5878.81,CAD
AMZN,5244.25,USD
GOOGL,5733.04,EUR
GOOGL,3793.48,USD
FB,6156.92,CAD
GOOGL,8134.03,EUR
APPL,7009.73,GBP
AMZN,9083.03,GBP
IBM,582.87,EUR
AMZN,2935.44,EUR
FB,8376.53,CAD
TSLA,9871.55,CAD
AMZN,5127.91,GBP
AMZN,9419.3,USD
GOOGL,6345.29,USD
GOOGL,2616.7,CAD
AMZN,8458.89,EUR
TSLA,9150.47,USD
FB,5788.09,CAD
TSLA,4187.0,USD
TSLA,9986.73,EUR
FB,2097.88,GBP
APPL,7410.05,USD
APPL,2579.1,GBP
IBM,5252.71,GBP
IBM,3978.02,USD
F,6717.95,CAD
